GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1500000US250250503002,250250503002,"Block Group 2, Census Tract 503, Suffolk County, Massachusetts",1779,210,1041,254,340,241,0,12,150,70,0,12,6,9,242,133,0,12,242,133
1500000US250250504001,250250504001,"Block Group 1, Census Tract 504, Suffolk County, Massachusetts",687,158,576,150,18,26,0,12,16,23,0,12,0,12,77,81,0,12,77,81
1500000US250250504002,250250504002,"Block Group 2, Census Tract 504, Suffolk County, Massachusetts",1818,388,1358,363,54,47,13,22,18,24,0,12,211,145,164,131,20,19,144,126
1500000US250250505001,250250505001,"Block Group 1, Census Tract 505, Suffolk County, Massachusetts",2201,231,1641,303,23,24,0,12,28,45,0,12,11,16,498,231,12,18,486,230
1500000US250250506001,250250506001,"Block Group 1, Census Tract 506, Suffolk County, Massachusetts",1530,321,915,258,0,12,0,12,25,39,0,12,136,162,454,271,22,36,432,262
1500000US250250506002,250250506002,"Block Group 2, Census Tract 506, Suffolk County, Massachusetts",854,238,474,202,45,46,0,12,0,12,0,12,0,12,335,237,0,12,335,237
1500000US250250507001,250250507001,"Block Group 1, Census Tract 507, Suffolk County, Massachusetts",2461,447,1173,320,116,126,36,58,0,12,0,12,115,123,1021,350,24,25,997,352
1500000US250250507002,250250507002,"Block Group 2, Census Tract 507, Suffolk County, Massachusetts",1167,347,882,306,2,4,23,35,0,12,0,12,19,34,241,195,0,12,241,195
1500000US250250507003,250250507003,"Block Group 3, Census Tract 507, Suffolk County, Massachusetts",1311,374,639,285,0,12,0,12,0,12,0,12,157,162,515,301,0,12,515,301
1500000US250250509011,250250509011,"Block Group 1, Census Tract 509.01, Suffolk County, Massachusetts",1674,548,1104,375,24,37,0,12,29,43,0,12,19,31,498,347,0,12,498,347
1500000US250250509012,250250509012,"Block Group 2, Census Tract 509.01, Suffolk County, Massachusetts",2588,589,1168,318,26,47,0,12,87,100,0,12,17,20,1290,505,106,157,1184,486
1500000US250250509013,250250509013,"Block Group 3, Census Tract 509.01, Suffolk County, Massachusetts",701,279,406,220,46,79,0,12,0,12,0,12,35,54,214,212,28,47,186,205
1500000US250250510001,250250510001,"Block Group 1, Census Tract 510, Suffolk County, Massachusetts",2207,431,1554,283,0,12,107,174,0,12,0,12,0,12,546,323,0,12,546,323
1500000US250250510002,250250510002,"Block Group 2, Census Tract 510, Suffolk County, Massachusetts",976,255,704,237,96,96,79,120,49,47,0,12,17,29,31,44,24,42,7,11
1500000US250250510003,250250510003,"Block Group 3, Census Tract 510, Suffolk County, Massachusetts",1472,336,1017,256,0,12,0,12,79,108,0,12,254,284,122,133,20,32,102,129
1500000US250250511011,250250511011,"Block Group 1, Census Tract 511.01, Suffolk County, Massachusetts",1570,503,1172,386,0,12,0,12,22,34,0,12,65,79,311,394,31,81,280,386
1500000US250250511012,250250511012,"Block Group 2, Census Tract 511.01, Suffolk County, Massachusetts",1914,586,959,347,240,265,0,12,205,299,0,12,96,111,414,346,0,12,414,346
1500000US250250511013,250250511013,"Block Group 3, Census Tract 511.01, Suffolk County, Massachusetts",1725,617,1184,401,91,122,0,12,0,12,0,12,109,169,341,383,27,35,314,381
1500000US250250511014,250250511014,"Block Group 4, Census Tract 511.01, Suffolk County, Massachusetts",1177,368,1052,349,10,11,0,12,103,132,0,12,0,12,12,20,0,12,12,20
1500000US250250512001,250250512001,"Block Group 1, Census Tract 512, Suffolk County, Massachusetts",113,124,113,124,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250512002,250250512002,"Block Group 2, Census Tract 512, Suffolk County, Massachusetts",1564,396,1002,310,88,83,0,12,26,27,0,12,92,93,356,296,52,80,304,284
1500000US250250512003,250250512003,"Block Group 3, Census Tract 512, Suffolk County, Massachusetts",905,259,522,178,61,65,0,12,158,126,0,12,26,40,138,149,0,12,138,149
1500000US250250601011,250250601011,"Block Group 1, Census Tract 601.01, Suffolk County, Massachusetts",990,284,990,284,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250601012,250250601012,"Block Group 2, Census Tract 601.01, Suffolk County, Massachusetts",722,158,722,158,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250601013,250250601013,"Block Group 3, Census Tract 601.01, Suffolk County, Massachusetts",1171,237,1171,237,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250601014,250250601014,"Block Group 4, Census Tract 601.01, Suffolk County, Massachusetts",813,217,639,158,42,61,0,12,79,86,0,12,47,77,6,12,6,12,0,12
1500000US250250602001,250250602001,"Block Group 1, Census Tract 602, Suffolk County, Massachusetts",949,233,921,233,1,5,0,12,26,28,0,12,1,3,0,12,0,12,0,12
1500000US250250602002,250250602002,"Block Group 2, Census Tract 602, Suffolk County, Massachusetts",1305,275,1219,270,0,12,0,12,66,76,0,12,0,12,20,20,10,18,10,11
1500000US250250603011,250250603011,"Block Group 1, Census Tract 603.01, Suffolk County, Massachusetts",1509,357,1509,357,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250603012,250250603012,"Block Group 2, Census Tract 603.01, Suffolk County, Massachusetts",702,271,673,264,0,12,0,12,11,17,0,12,18,29,0,12,0,12,0,12
1500000US250250603013,250250603013,"Block Group 3, Census Tract 603.01, Suffolk County, Massachusetts",962,246,947,250,2,5,0,12,8,13,0,12,2,6,3,6,0,12,3,6
1500000US250250604001,250250604001,"Block Group 1, Census Tract 604, Suffolk County, Massachusetts",938,240,938,240,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250604002,250250604002,"Block Group 2, Census Tract 604, Suffolk County, Massachusetts",1357,421,1340,421,0,12,0,12,17,26,0,12,0,12,0,12,0,12,0,12
1500000US250250604003,250250604003,"Block Group 3, Census Tract 604, Suffolk County, Massachusetts",985,427,965,432,0,12,0,12,0,12,0,12,0,12,20,32,0,12,20,32
1500000US250250604004,250250604004,"Block Group 4, Census Tract 604, Suffolk County, Massachusetts",930,192,833,197,63,64,0,12,34,39,0,12,0,12,0,12,0,12,0,12
1500000US250250604005,250250604005,"Block Group 5, Census Tract 604, Suffolk County, Massachusetts",963,211,910,208,34,47,0,12,0,12,0,12,19,31,0,12,0,12,0,12
1500000US250250605011,250250605011,"Block Group 1, Census Tract 605.01, Suffolk County, Massachusetts",697,222,697,222,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250605012,250250605012,"Block Group 2, Census Tract 605.01, Suffolk County, Massachusetts",893,188,855,185,15,26,0,12,23,37,0,12,0,12,0,12,0,12,0,12
1500000US250250605013,250250605013,"Block Group 3, Census Tract 605.01, Suffolk County, Massachusetts",780,247,712,221,10,16,0,12,58,55,0,12,0,12,0,12,0,12,0,12
1500000US250250605014,250250605014,"Block Group 4, Census Tract 605.01, Suffolk County, Massachusetts",680,223,660,220,0,12,0,12,20,30,0,12,0,12,0,12,0,12,0,12
1500000US250250605015,250250605015,"Block Group 5, Census Tract 605.01, Suffolk County, Massachusetts",756,195,601,172,0,12,0,12,32,42,0,12,123,144,0,12,0,12,0,12
1500000US250250606001,250250606001,"Block Group 1, Census Tract 606, Suffolk County, Massachusetts",2538,263,2217,261,6,10,0,12,233,193,0,12,0,12,82,61,13,19,69,57
1500000US250250607001,250250607001,"Block Group 1, Census Tract 607, Suffolk County, Massachusetts",587,181,123,69,311,181,0,12,24,36,0,12,96,85,33,40,23,35,10,17
1500000US250250607002,250250607002,"Block Group 2, Census Tract 607, Suffolk County, Massachusetts",1694,276,527,200,377,232,8,11,175,132,0,12,450,179,157,118,138,111,19,23
1500000US250250608001,250250608001,"Block Group 1, Census Tract 608, Suffolk County, Massachusetts",629,338,571,324,0,12,0,12,20,32,0,12,0,12,38,45,0,12,38,45
1500000US250250608002,250250608002,"Block Group 2, Census Tract 608, Suffolk County, Massachusetts",1037,378,923,295,0,12,20,29,0,12,0,12,0,12,94,129,0,12,94,129
1500000US250250608003,250250608003,"Block Group 3, Census Tract 608, Suffolk County, Massachusetts",1511,602,1282,533,0,12,108,142,33,51,0,12,0,12,88,108,0,12,88,108
1500000US250250608004,250250608004,"Block Group 4, Census Tract 608, Suffolk County, Massachusetts",1355,410,1283,416,3,8,0,12,65,51,0,12,0,12,4,10,0,12,4,10
1500000US250250610001,250250610001,"Block Group 1, Census Tract 610, Suffolk County, Massachusetts",1035,263,900,253,88,103,0,12,12,18,0,12,0,12,35,51,0,12,35,51
1500000US250250610002,250250610002,"Block Group 2, Census Tract 610, Suffolk County, Massachusetts",1406,374,552,275,278,210,0,12,285,236,0,12,191,144,100,105,44,47,56,94
1500000US250250610003,250250610003,"Block Group 3, Census Tract 610, Suffolk County, Massachusetts",794,351,195,157,85,171,0,12,106,102,0,12,408,240,0,12,0,12,0,12
1500000US250250611011,250250611011,"Block Group 1, Census Tract 611.01, Suffolk County, Massachusetts",545,169,201,101,144,127,5,7,79,79,0,12,65,67,51,44,4,7,47,43
1500000US250250611012,250250611012,"Block Group 2, Census Tract 611.01, Suffolk County, Massachusetts",1724,232,461,128,361,168,0,12,401,172,0,12,482,170,19,21,6,11,13,19
1500000US250250612001,250250612001,"Block Group 1, Census Tract 612, Suffolk County, Massachusetts",2119,283,1910,264,75,68,0,12,126,90,0,12,0,12,8,13,0,12,8,13
1500000US250250612002,250250612002,"Block Group 2, Census Tract 612, Suffolk County, Massachusetts",537,167,498,164,17,29,0,12,22,22,0,12,0,12,0,12,0,12,0,12
1500000US250250612003,250250612003,"Block Group 3, Census Tract 612, Suffolk County, Massachusetts",801,221,726,189,46,70,0,12,13,15,0,12,0,12,16,19,0,12,16,19
1500000US250250701011,250250701011,"Block Group 1, Census Tract 701.01, Suffolk County, Massachusetts",1092,265,860,249,0,12,0,12,189,130,0,12,0,12,43,41,16,26,27,33
1500000US250250701012,250250701012,"Block Group 2, Census Tract 701.01, Suffolk County, Massachusetts",204,132,91,48,10,20,0,12,103,120,0,12,0,12,0,12,0,12,0,12
1500000US250250701013,250250701013,"Block Group 3, Census Tract 701.01, Suffolk County, Massachusetts",618,189,323,165,0,12,0,12,259,110,0,12,12,21,24,29,0,12,24,29
1500000US250250701014,250250701014,"Block Group 4, Census Tract 701.01, Suffolk County, Massachusetts",1925,352,1504,316,72,61,0,12,262,118,0,12,51,37,36,39,9,18,27,25
1500000US250250701015,250250701015,"Block Group 5, Census Tract 701.01, Suffolk County, Massachusetts",275,151,182,136,27,62,0,12,18,31,0,12,0,12,48,63,14,30,34,56
1500000US250250701016,250250701016,"Block Group 6, Census Tract 701.01, Suffolk County, Massachusetts",265,90,165,69,0,12,0,12,93,67,0,12,0,12,7,11,0,12,7,11
1500000US250250701017,250250701017,"Block Group 7, Census Tract 701.01, Suffolk County, Massachusetts",827,242,494,196,58,79,0,12,241,164,0,12,0,12,34,41,0,12,34,41
1500000US250250701018,250250701018,"Block Group 8, Census Tract 701.01, Suffolk County, Massachusetts",293,153,198,133,13,22,3,7,45,54,0,12,3,8,31,48,0,12,31,48
1500000US250250702001,250250702001,"Block Group 1, Census Tract 702, Suffolk County, Massachusetts",1148,378,215,86,77,71,0,12,830,369,0,12,18,29,8,16,0,12,8,16
1500000US250250702002,250250702002,"Block Group 2, Census Tract 702, Suffolk County, Massachusetts",1528,306,70,67,23,35,0,12,1352,333,0,12,83,135,0,12,0,12,0,12
1500000US250250702003,250250702003,"Block Group 3, Census Tract 702, Suffolk County, Massachusetts",2784,475,1754,382,8,16,0,12,885,190,0,12,11,27,126,87,42,52,84,101
1500000US250250703001,250250703001,"Block Group 1, Census Tract 703, Suffolk County, Massachusetts",823,209,706,197,0,12,0,12,100,89,0,12,0,12,17,19,0,12,17,19
1500000US250250703002,250250703002,"Block Group 2, Census Tract 703, Suffolk County, Massachusetts",900,254,596,229,34,58,0,12,270,144,0,12,0,12,0,12,0,12,0,12
1500000US250250703003,250250703003,"Block Group 3, Census Tract 703, Suffolk County, Massachusetts",1419,375,1213,424,0,12,0,12,33,38,0,12,38,42,135,202,0,12,135,202
1500000US250250703004,250250703004,"Block Group 4, Census Tract 703, Suffolk County, Massachusetts",1362,212,1161,199,66,74,0,12,118,102,0,12,0,12,17,28,0,12,17,28
1500000US250250704021,250250704021,"Block Group 1, Census Tract 704.02, Suffolk County, Massachusetts",1656,168,173,78,150,79,0,12,1240,196,0,12,54,55,39,24,0,12,39,24
1500000US250250705001,250250705001,"Block Group 1, Census Tract 705, Suffolk County, Massachusetts",2138,374,1709,325,37,57,0,12,392,193,0,12,0,12,0,12,0,12,0,12
1500000US250250705002,250250705002,"Block Group 2, Census Tract 705, Suffolk County, Massachusetts",981,412,340,245,31,35,20,33,225,131,0,12,94,85,271,251,49,99,222,240
1500000US250250705003,250250705003,"Block Group 3, Census Tract 705, Suffolk County, Massachusetts",1398,370,1098,317,43,58,0,12,178,104,0,12,29,37,50,49,0,12,50,49
1500000US250250705004,250250705004,"Block Group 4, Census Tract 705, Suffolk County, Massachusetts",1435,306,800,219,225,210,0,12,120,106,0,12,251,204,39,76,0,12,39,76
1500000US250250706001,250250706001,"Block Group 1, Census Tract 706, Suffolk County, Massachusetts",1163,240,978,200,27,37,0,12,148,206,0,12,0,12,10,14,1,2,9,13
1500000US250250706002,250250706002,"Block Group 2, Census Tract 706, Suffolk County, Massachusetts",1214,197,1002,174,29,31,0,12,157,179,0,12,26,36,0,12,0,12,0,12
1500000US250250707001,250250707001,"Block Group 1, Census Tract 707, Suffolk County, Massachusetts",1611,285,605,158,738,321,0,12,119,115,0,12,104,85,45,54,0,12,45,54
1500000US250250707002,250250707002,"Block Group 2, Census Tract 707, Suffolk County, Massachusetts",1376,222,987,199,263,158,0,12,102,71,0,12,24,36,0,12,0,12,0,12
1500000US250250708001,250250708001,"Block Group 1, Census Tract 708, Suffolk County, Massachusetts",1534,268,916,226,420,161,0,12,190,116,0,12,4,10,4,10,0,12,4,10
1500000US250250708002,250250708002,"Block Group 2, Census Tract 708, Suffolk County, Massachusetts",1173,403,999,371,60,46,10,18,96,124,0,12,0,12,8,16,0,12,8,16
1500000US250250708003,250250708003,"Block Group 3, Census Tract 708, Suffolk County, Massachusetts",985,289,777,241,96,122,0,12,112,121,0,12,0,12,0,12,0,12,0,12
1500000US250250709001,250250709001,"Block Group 1, Census Tract 709, Suffolk County, Massachusetts",2092,268,1391,264,270,107,0,12,260,136,0,12,76,82,95,54,30,49,65,43
1500000US250250709002,250250709002,"Block Group 2, Census Tract 709, Suffolk County, Massachusetts",1113,255,421,175,417,212,0,12,22,33,0,12,160,115,93,88,73,77,20,27
1500000US250250711011,250250711011,"Block Group 1, Census Tract 711.01, Suffolk County, Massachusetts",1719,342,961,301,223,155,0,12,308,123,0,12,203,183,24,33,11,24,13,21
1500000US250250711012,250250711012,"Block Group 2, Census Tract 711.01, Suffolk County, Massachusetts",1362,342,970,272,222,133,0,12,76,52,0,12,54,51,40,55,0,12,40,55
1500000US250250711013,250250711013,"Block Group 3, Census Tract 711.01, Suffolk County, Massachusetts",943,275,127,88,224,137,0,12,240,184,0,12,352,286,0,12,0,12,0,12
1500000US250250712011,250250712011,"Block Group 1, Census Tract 712.01, Suffolk County, Massachusetts",1868,408,949,200,322,248,0,12,448,162,0,12,76,50,73,73,0,12,73,73
1500000US250250712012,250250712012,"Block Group 2, Census Tract 712.01, Suffolk County, Massachusetts",1477,326,439,236,536,254,0,12,221,175,0,12,194,139,87,99,8,13,79,88
1500000US250250801001,250250801001,"Block Group 1, Census Tract 801, Suffolk County, Massachusetts",2176,427,548,226,967,227,31,28,27,23,0,12,448,151,155,106,88,92,67,59
1500000US250250801002,250250801002,"Block Group 2, Census Tract 801, Suffolk County, Massachusetts",688,216,112,79,530,204,0,12,0,12,0,12,46,63,0,12,0,12,0,12
1500000US250250803001,250250803001,"Block Group 1, Census Tract 803, Suffolk County, Massachusetts",2049,299,282,196,1223,255,11,14,1,3,0,12,464,194,68,47,42,39,26,24
1500000US250250804011,250250804011,"Block Group 1, Census Tract 804.01, Suffolk County, Massachusetts",1355,272,295,159,769,222,0,12,67,46,0,12,159,112,65,40,24,28,41,31
1500000US250250804012,250250804012,"Block Group 2, Census Tract 804.01, Suffolk County, Massachusetts",1484,227,252,147,876,208,0,12,0,12,0,12,293,125,63,50,0,12,63,50
1500000US250250805001,250250805001,"Block Group 1, Census Tract 805, Suffolk County, Massachusetts",890,246,204,89,365,180,0,12,16,25,0,12,137,115,168,149,75,84,93,126
1500000US250250805002,250250805002,"Block Group 2, Census Tract 805, Suffolk County, Massachusetts",2183,243,383,205,937,172,0,12,29,34,0,12,808,261,26,29,11,17,15,23
1500000US250250806011,250250806011,"Block Group 1, Census Tract 806.01, Suffolk County, Massachusetts",2909,483,1961,374,297,140,0,12,527,219,0,12,103,64,21,29,0,12,21,29
1500000US250250806012,250250806012,"Block Group 2, Census Tract 806.01, Suffolk County, Massachusetts",755,209,63,42,461,227,0,12,16,24,0,12,177,129,38,32,13,20,25,26
1500000US250250806013,250250806013,"Block Group 3, Census Tract 806.01, Suffolk County, Massachusetts",474,148,60,42,300,120,0,12,1,5,0,12,82,118,31,31,0,12,31,31
1500000US250250808011,250250808011,"Block Group 1, Census Tract 808.01, Suffolk County, Massachusetts",2234,509,1132,239,535,435,0,12,118,78,0,12,373,185,76,52,62,51,14,20
1500000US250250808012,250250808012,"Block Group 2, Census Tract 808.01, Suffolk County, Massachusetts",1764,326,332,215,750,222,0,12,260,140,0,12,293,267,129,133,37,35,92,133
1500000US250250809001,250250809001,"Block Group 1, Census Tract 809, Suffolk County, Massachusetts",911,218,556,135,55,45,0,12,271,189,0,12,0,12,29,38,5,8,24,37
1500000US250250809002,250250809002,"Block Group 2, Census Tract 809, Suffolk County, Massachusetts",1739,425,1314,366,310,195,28,45,70,91,0,12,3,6,14,19,2,5,12,19
1500000US250250809003,250250809003,"Block Group 3, Census Tract 809, Suffolk County, Massachusetts",1100,324,905,333,43,42,0,12,143,89,0,12,0,12,9,16,0,12,9,16
1500000US250250810011,250250810011,"Block Group 1, Census Tract 810.01, Suffolk County, Massachusetts",441,108,111,84,50,71,0,12,152,72,0,12,113,87,15,24,0,12,15,24
1500000US250250810012,250250810012,"Block Group 2, Census Tract 810.01, Suffolk County, Massachusetts",2495,300,972,248,411,194,0,12,701,160,0,12,251,160,160,120,72,93,88,78
1500000US250250810013,250250810013,"Block Group 3, Census Tract 810.01, Suffolk County, Massachusetts",669,347,558,348,57,68,0,12,22,25,0,12,0,12,32,50,0,12,32,50
1500000US250250810014,250250810014,"Block Group 4, Census Tract 810.01, Suffolk County, Massachusetts",1079,269,724,200,292,184,0,12,39,46,0,12,13,21,11,18,0,12,11,18
1500000US250250811001,250250811001,"Block Group 1, Census Tract 811, Suffolk County, Massachusetts",1582,421,940,383,129,102,20,31,321,169,0,12,111,164,61,66,0,12,61,66
1500000US250250811002,250250811002,"Block Group 2, Census Tract 811, Suffolk County, Massachusetts",1977,421,1104,313,375,193,0,12,301,144,0,12,86,77,111,64,63,54,48,37
1500000US250250811003,250250811003,"Block Group 3, Census Tract 811, Suffolk County, Massachusetts",996,161,737,157,115,73,0,12,91,52,0,12,37,31,16,17,0,12,16,17
1500000US250250812001,250250812001,"Block Group 1, Census Tract 812, Suffolk County, Massachusetts",2417,457,416,186,1336,420,0,12,12,18,0,12,595,301,58,59,51,57,7,10
1500000US250250812002,250250812002,"Block Group 2, Census Tract 812, Suffolk County, Massachusetts",1111,301,419,125,66,55,0,12,101,59,0,12,481,304,44,61,0,12,44,61
1500000US250250813001,250250813001,"Block Group 1, Census Tract 813, Suffolk County, Massachusetts",1972,513,663,400,474,222,0,12,88,138,0,12,626,328,121,112,105,107,16,26
1500000US250250813002,250250813002,"Block Group 2, Census Tract 813, Suffolk County, Massachusetts",2268,432,183,138,1490,318,11,18,1,3,0,12,559,410,24,33,12,27,12,18
1500000US250250813003,250250813003,"Block Group 3, Census Tract 813, Suffolk County, Massachusetts",1328,452,457,270,382,329,0,12,0,12,0,12,334,240,155,149,34,49,121,140
1500000US250250814001,250250814001,"Block Group 1, Census Tract 814, Suffolk County, Massachusetts",1007,308,285,148,552,214,0,12,9,15,0,12,137,135,24,27,0,12,24,27
1500000US250250814002,250250814002,"Block Group 2, Census Tract 814, Suffolk County, Massachusetts",656,248,152,143,371,147,0,12,35,43,0,12,79,91,19,21,9,15,10,16
1500000US250250814003,250250814003,"Block Group 3, Census Tract 814, Suffolk County, Massachusetts",1256,301,581,191,468,198,0,12,170,120,0,12,27,46,10,15,0,12,10,15
1500000US250250815001,250250815001,"Block Group 1, Census Tract 815, Suffolk County, Massachusetts",851,252,215,104,378,135,0,12,54,42,0,12,169,185,35,47,32,46,3,5
1500000US250250815002,250250815002,"Block Group 2, Census Tract 815, Suffolk County, Massachusetts",1344,252,138,80,998,239,0,12,27,39,0,12,136,81,45,42,36,38,9,16
1500000US250250817001,250250817001,"Block Group 1, Census Tract 817, Suffolk County, Massachusetts",496,202,0,12,378,183,0,12,0,12,0,12,12,20,106,90,22,36,84,82
1500000US250250817002,250250817002,"Block Group 2, Census Tract 817, Suffolk County, Massachusetts",632,247,0,12,586,240,0,12,0,12,0,12,46,73,0,12,0,12,0,12
1500000US250250817003,250250817003,"Block Group 3, Census Tract 817, Suffolk County, Massachusetts",1082,376,53,50,649,270,0,12,0,12,0,12,318,256,62,105,0,12,62,105
1500000US250250817004,250250817004,"Block Group 4, Census Tract 817, Suffolk County, Massachusetts",605,208,68,58,467,220,0,12,56,80,0,12,14,22,0,12,0,12,0,12
1500000US250250817005,250250817005,"Block Group 5, Census Tract 817, Suffolk County, Massachusetts",622,197,60,59,418,171,13,24,0,12,0,12,53,52,78,96,55,90,23,36
1500000US250250818001,250250818001,"Block Group 1, Census Tract 818, Suffolk County, Massachusetts",1281,399,132,121,942,352,9,14,0,12,0,12,185,138,13,20,0,12,13,20
1500000US250250818002,250250818002,"Block Group 2, Census Tract 818, Suffolk County, Massachusetts",1246,317,42,64,1006,306,0,12,0,12,0,12,95,91,103,98,0,12,103,98
1500000US250250818003,250250818003,"Block Group 3, Census Tract 818, Suffolk County, Massachusetts",673,215,0,12,483,175,13,19,0,12,0,12,162,164,15,21,0,12,15,21
1500000US250250819001,250250819001,"Block Group 1, Census Tract 819, Suffolk County, Massachusetts",699,241,0,12,592,209,0,12,0,12,0,12,107,137,0,12,0,12,0,12
1500000US250250819002,250250819002,"Block Group 2, Census Tract 819, Suffolk County, Massachusetts",884,263,164,163,595,219,0,12,20,31,0,12,105,140,0,12,0,12,0,12
1500000US250250819003,250250819003,"Block Group 3, Census Tract 819, Suffolk County, Massachusetts",717,262,124,134,448,256,0,12,0,12,0,12,143,125,2,4,0,12,2,4
1500000US250250819004,250250819004,"Block Group 4, Census Tract 819, Suffolk County, Massachusetts",842,385,22,36,736,362,0,12,0,12,0,12,36,61,48,106,48,106,0,12
1500000US250250820001,250250820001,"Block Group 1, Census Tract 820, Suffolk County, Massachusetts",1022,276,24,22,975,275,0,12,0,12,0,12,0,12,23,25,13,19,10,16
1500000US250250820002,250250820002,"Block Group 2, Census Tract 820, Suffolk County, Massachusetts",678,271,65,99,476,245,0,12,10,15,0,12,121,116,6,10,0,12,6,10
1500000US250250820003,250250820003,"Block Group 3, Census Tract 820, Suffolk County, Massachusetts",1019,311,154,124,839,315,0,12,12,21,0,12,14,23,0,12,0,12,0,12
1500000US250250821001,250250821001,"Block Group 1, Census Tract 821, Suffolk County, Massachusetts",1152,348,46,46,908,344,0,12,0,12,0,12,157,165,41,43,16,25,25,35
1500000US250250821002,250250821002,"Block Group 2, Census Tract 821, Suffolk County, Massachusetts",1774,486,246,173,1140,532,0,12,0,12,0,12,313,191,75,88,75,88,0,12
1500000US250250821003,250250821003,"Block Group 3, Census Tract 821, Suffolk County, Massachusetts",2087,439,115,85,1305,389,0,12,94,132,0,12,547,320,26,30,0,12,26,30
1500000US250250901001,250250901001,"Block Group 1, Census Tract 901, Suffolk County, Massachusetts",1537,339,61,50,1065,316,0,12,35,60,0,12,354,180,22,24,22,24,0,12
1500000US250250901002,250250901002,"Block Group 2, Census Tract 901, Suffolk County, Massachusetts",916,346,114,137,588,277,0,12,0,12,0,12,188,218,26,36,4,8,22,35
1500000US250250901003,250250901003,"Block Group 3, Census Tract 901, Suffolk County, Massachusetts",995,313,142,123,563,213,0,12,0,12,0,12,240,215,50,35,30,31,20,15
1500000US250250901004,250250901004,"Block Group 4, Census Tract 901, Suffolk County, Massachusetts",1186,380,40,63,1047,373,0,12,63,101,0,12,0,12,36,42,12,19,24,35
1500000US250250901005,250250901005,"Block Group 5, Census Tract 901, Suffolk County, Massachusetts",498,212,20,23,462,212,0,12,0,12,0,12,6,15,10,17,0,12,10,17
1500000US250250902001,250250902001,"Block Group 1, Census Tract 902, Suffolk County, Massachusetts",592,223,66,62,215,105,0,12,0,12,0,12,290,197,21,22,13,20,8,10
1500000US250250902002,250250902002,"Block Group 2, Census Tract 902, Suffolk County, Massachusetts",823,215,23,36,338,163,0,12,56,68,23,31,383,156,0,12,0,12,0,12
1500000US250250902003,250250902003,"Block Group 3, Census Tract 902, Suffolk County, Massachusetts",1111,306,47,43,340,115,0,12,44,55,0,12,598,326,82,114,0,12,82,114
1500000US250250903001,250250903001,"Block Group 1, Census Tract 903, Suffolk County, Massachusetts",855,271,93,102,545,239,0,12,0,12,0,12,217,157,0,12,0,12,0,12
1500000US250250903002,250250903002,"Block Group 2, Census Tract 903, Suffolk County, Massachusetts",1737,427,87,88,921,314,250,289,0,12,0,12,427,177,52,79,52,79,0,12
1500000US250250903003,250250903003,"Block Group 3, Census Tract 903, Suffolk County, Massachusetts",1056,314,0,12,927,359,0,12,0,12,0,12,87,101,42,69,0,12,42,69
1500000US250250904001,250250904001,"Block Group 1, Census Tract 904, Suffolk County, Massachusetts",579,204,114,110,364,171,0,12,0,12,0,12,101,125,0,12,0,12,0,12
1500000US250250904002,250250904002,"Block Group 2, Census Tract 904, Suffolk County, Massachusetts",1510,410,315,313,887,344,0,12,0,12,0,12,201,225,107,88,50,54,57,70
1500000US250250904003,250250904003,"Block Group 3, Census Tract 904, Suffolk County, Massachusetts",526,189,60,57,390,177,0,12,0,12,0,12,0,12,76,83,63,79,13,21
1500000US250250904004,250250904004,"Block Group 4, Census Tract 904, Suffolk County, Massachusetts",798,249,107,115,442,216,0,12,26,52,0,12,203,151,20,35,10,18,10,18
1500000US250250906001,250250906001,"Block Group 1, Census Tract 906, Suffolk County, Massachusetts",915,207,69,39,608,176,21,35,0,12,0,12,166,108,51,61,13,19,38,58
1500000US250250906002,250250906002,"Block Group 2, Census Tract 906, Suffolk County, Massachusetts",1184,242,90,51,767,237,0,12,8,13,0,12,250,182,69,53,56,49,13,20
1500000US250250907001,250250907001,"Block Group 1, Census Tract 907, Suffolk County, Massachusetts",1344,265,631,207,7,12,0,12,466,188,0,12,217,218,23,26,15,22,8,12
1500000US250250907002,250250907002,"Block Group 2, Census Tract 907, Suffolk County, Massachusetts",1272,309,856,243,91,51,0,12,68,75,0,12,232,217,25,39,0,12,25,39
1500000US250250907003,250250907003,"Block Group 3, Census Tract 907, Suffolk County, Massachusetts",1255,330,678,230,246,155,23,39,218,177,0,12,90,80,0,12,0,12,0,12
1500000US250250907004,250250907004,"Block Group 4, Census Tract 907, Suffolk County, Massachusetts",676,287,313,129,53,74,0,12,12,18,0,12,289,280,9,15,0,12,9,15
